Performance_ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF9682,STD127,Mechanics,SS3,First Term,86,C6
PERF9683,STD127,Mechanics,SS3,Second Term,91,B3
PERF9684,STD127,Mechanics,SS3,Third Term,44,C5
PERF9685,STD128,English Studies,SS1,First Term,93,C4
PERF9686,STD128,English Studies,SS1,Second Term,51,B2
PERF9687,STD128,English Studies,SS1,Third Term,93,A1
PERF9688,STD128,English Studies,SS2,First Term,61,C6
PERF9689,STD128,English Studies,SS2,Second Term,91,C6
PERF9690,STD128,English Studies,SS2,Third Term,41,C6
PERF9691,STD128,English Studies,SS3,First Term,54,E8
PERF9692,STD128,English Studies,SS3,Second Term,77,C5
PERF9693,STD128,English Studies,SS3,Third Term,94,B2
PERF9694,STD128,Mathematics,SS1,First Term,76,A1
PERF9695,STD128,Mathematics,SS1,Second Term,73,F9
PERF9696,STD128,Mathematics,SS1,Third Term,87,D7
PERF9697,STD128,Mathematics,SS2,First Term,63,C6
PERF9698,STD128,Mathematics,SS2,Second Term,44,B2
PERF9699,STD128,Mathematics,SS2,Third Term,57,F9
PERF9700,STD128,Mathematics,SS3,First Term,89,B3
PERF9701,STD128,Mathematics,SS3,Second Term,59,E8
PERF9702,STD128,Mathematics,SS3,Third Term,66,E8
PERF9703,STD128,Civic Education,SS1,First Term,79,B2
PERF9704,STD128,Civic Education,SS1,Second Term,59,C6
PERF9705,STD128,Civic Education,SS1,Third Term,82,F9
PERF9706,STD128,Civic Education,SS2,First Term,50,B2
PERF9707,STD128,Civic Education,SS2,Second Term,49,D7
PERF9708,STD128,Civic Education,SS2,Third Term,63,D7
PERF9709,STD128,Civic Education,SS3,First Term,96,C5
PERF9710,STD128,Civic Education,SS3,Second Term,94,E8
PERF9711,STD128,Civic Education,SS3,Third Term,93,B3
PERF9712,STD128,Agricultural Science,SS1,First Term,61,E8
PERF9713,STD128,Agricultural Science,SS1,Second Term,86,C4
PERF9714,STD128,Agricultural Science,SS1,Third Term,95,E8
PERF9715,STD128,Agricultural Science,SS2,First Term,81,B2
PERF9716,STD128,Agricultural Science,SS2,Second Term,76,E8
PERF9717,STD128,Agricultural Science,SS2,Third Term,79,B2
PERF9718,STD128,Agricultural Science,SS3,First Term,40,C5
PERF9719,STD128,Agricultural Science,SS3,Second Term,47,A1
PERF9720,STD128,Agricultural Science,SS3,Third Term,54,A1
PERF9721,STD128,Biology,SS1,First Term,85,B3
PERF9722,STD128,Biology,SS1,Second Term,51,C6
PERF9723,STD128,Biology,SS1,Third Term,85,F9
PERF9724,STD128,Biology,SS2,First Term,44,C5
PERF9725,STD128,Biology,SS2,Second Term,47,E8
PERF9726,STD128,Biology,SS2,Third Term,94,C5
PERF9727,STD128,Biology,SS3,First Term,76,B3
PERF9728,STD128,Biology,SS3,Second Term,50,E8
PERF9729,STD128,Biology,SS3,Third Term,77,D7
PERF9730,STD128,Further Mathematics,SS1,First Term,67,B2
PERF9731,STD128,Further Mathematics,SS1,Second Term,89,E8
PERF9732,STD128,Further Mathematics,SS1,Third Term,58,C4
PERF9733,STD128,Further Mathematics,SS2,First Term,63,A1
PERF9734,STD128,Further Mathematics,SS2,Second Term,53,C6
PERF9735,STD128,Further Mathematics,SS2,Third Term,99,D7
PERF9736,STD128,Further Mathematics,SS3,First Term,84,D7
PERF9737,STD128,Further Mathematics,SS3,Second Term,87,D7
PERF9738,STD128,Further Mathematics,SS3,Third Term,100,C5
PERF9739,STD128,Physics,SS1,First Term,52,C4
PERF9740,STD128,Physics,SS1,Second Term,68,C4
PERF9741,STD128,Physics,SS1,Third Term,89,A1
PERF9742,STD128,Physics,SS2,First Term,41,C6
PERF9743,STD128,Physics,SS2,Second Term,100,B3
PERF9744,STD128,Physics,SS2,Third Term,85,D7
PERF9745,STD128,Physics,SS3,First Term,81,C4
PERF9746,STD128,Physics,SS3,Second Term,85,F9
PERF9747,STD128,Physics,SS3,Third Term,79,B2
PERF9748,STD128,Computer Science,SS1,First Term,60,D7
PERF9749,STD128,Computer Science,SS1,Second Term,91,B2
PERF9750,STD128,Computer Science,SS1,Third Term,67,F9
PERF9751,STD128,Computer Science,SS2,First Term,54,C6
PERF9752,STD128,Computer Science,SS2,Second Term,81,C5
PERF9753,STD128,Computer Science,SS2,Third Term,74,C6
PERF9754,STD128,Computer Science,SS3,First Term,45,B3
PERF9755,STD128,Computer Science,SS3,Second Term,53,C6
PERF9756,STD128,Computer Science,SS3,Third Term,62,D7
PERF9757,STD128,Garment Making,SS1,First Term,93,D7
PERF9758,STD128,Garment Making,SS1,Second Term,71,F9
PERF9759,STD128,Garment Making,SS1,Third Term,48,E8
PERF9760,STD128,Garment Making,SS2,First Term,93,D7
PERF9761,STD128,Garment Making,SS2,Second Term,41,C4
PERF9762,STD128,Garment Making,SS2,Third Term,64,A1
PERF9763,STD128,Garment Making,SS3,First Term,79,C4
PERF9764,STD128,Garment Making,SS3,Second Term,70,C4
PERF9765,STD128,Garment Making,SS3,Third Term,96,B3
PERF9766,STD129,English Studies,SS1,First Term,68,C4
PERF9767,STD129,English Studies,SS1,Second Term,75,C4
PERF9768,STD129,English Studies,SS1,Third Term,65,A1
PERF9769,STD129,English Studies,SS2,First Term,67,B3
PERF9770,STD129,English Studies,SS2,Second Term,79,D7
PERF9771,STD129,English Studies,SS2,Third Term,75,E8
PERF9772,STD129,English Studies,SS3,First Term,59,E8
PERF9773,STD129,English Studies,SS3,Second Term,62,C4
PERF9774,STD129,English Studies,SS3,Third Term,47,B3
PERF9775,STD129,Mathematics,SS1,First Term,89,D7
PERF9776,STD129,Mathematics,SS1,Second Term,81,C4
PERF9777,STD129,Mathematics,SS1,Third Term,86,C6
PERF9778,STD129,Mathematics,SS2,First Term,100,F9
PERF9779,STD129,Mathematics,SS2,Second Term,51,A1
PERF9780,STD129,Mathematics,SS2,Third Term,85,C5
PERF9781,STD129,Mathematics,SS3,First Term,57,A1
PERF9782,STD129,Mathematics,SS3,Second Term,40,F9
PERF9783,STD129,Mathematics,SS3,Third Term,58,E8
PERF9784,STD129,Civic Education,SS1,First Term,99,B2
PERF9785,STD129,Civic Education,SS1,Second Term,77,B2
PERF9786,STD129,Civic Education,SS1,Third Term,53,C5
PERF9787,STD129,Civic Education,SS2,First Term,57,D7
PERF9788,STD129,Civic Education,SS2,Second Term,92,B2
PERF9789,STD129,Civic Education,SS2,Third Term,57,C5
PERF9790,STD129,Civic Education,SS3,First Term,82,E8
PERF9791,STD129,Civic Education,SS3,Second Term,65,C6
PERF9792,STD129,Civic Education,SS3,Third Term,96,E8
PERF9793,STD129,Government,SS1,First Term,48,C6
PERF9794,STD129,Government,SS1,Second Term,46,E8
PERF9795,STD129,Government,SS1,Third Term,92,C6
PERF9796,STD129,Government,SS2,First Term,78,F9
PERF9797,STD129,Government,SS2,Second Term,58,C6
PERF9798,STD129,Government,SS2,Third Term,88,F9
PERF9799,STD129,Government,SS3,First Term,82,B2
PERF9800,STD129,Government,SS3,Second Term,69,E8
PERF9801,STD129,Government,SS3,Third Term,96,E8
PERF9802,STD129,Geography,SS1,First Term,46,C6
PERF9803,STD129,Geography,SS1,Second Term,87,F9
PERF9804,STD129,Geography,SS1,Third Term,45,C5
PERF9805,STD129,Geography,SS2,First Term,58,D7
PERF9806,STD129,Geography,SS2,Second Term,65,C4
PERF9807,STD129,Geography,SS2,Third Term,73,B2
PERF9808,STD129,Geography,SS3,First Term,74,F9
PERF9809,STD129,Geography,SS3,Second Term,89,B2
PERF9810,STD129,Geography,SS3,Third Term,49,A1
PERF9811,STD129,Literature-in-English,SS1,First Term,96,D7
PERF9812,STD129,Literature-in-English,SS1,Second Term,59,C5
PERF9813,STD129,Literature-in-English,SS1,Third Term,98,C6
PERF9814,STD129,Literature-in-English,SS2,First Term,64,E8
PERF9815,STD129,Literature-in-English,SS2,Second Term,84,B2
PERF9816,STD129,Literature-in-English,SS2,Third Term,100,C6
PERF9817,STD129,Literature-in-English,SS3,First Term,61,C4
PERF9818,STD129,Literature-in-English,SS3,Second Term,68,C6
PERF9819,STD129,Literature-in-English,SS3,Third Term,64,C6
PERF9820,STD129,French,SS1,First Term,91,B2
PERF9821,STD129,French,SS1,Second Term,77,C6
PERF9822,STD129,French,SS1,Third Term,86,C4
PERF9823,STD129,French,SS2,First Term,70,C5
PERF9824,STD129,French,SS2,Second Term,59,C4
PERF9825,STD129,French,SS2,Third Term,82,B3
PERF9826,STD129,French,SS3,First Term,66,C4
PERF9827,STD129,French,SS3,Second Term,88,C4
PERF9828,STD129,French,SS3,Third Term,61,C5
PERF9829,STD129,Garment Making,SS1,First Term,46,D7
PERF9830,STD129,Garment Making,SS1,Second Term,81,A1
PERF9831,STD129,Garment Making,SS1,Third Term,69,D7
PERF9832,STD129,Garment Making,SS2,First Term,63,C5
PERF9833,STD129,Garment Making,SS2,Second Term,64,A1
PERF9834,STD129,Garment Making,SS2,Third Term,86,A1
PERF9835,STD129,Garment Making,SS3,First Term,84,C4
PERF9836,STD129,Garment Making,SS3,Second Term,74,E8
PERF9837,STD129,Garment Making,SS3,Third Term,76,C4
PERF9838,STD130,English Studies,SS1,First Term,100,B3
PERF9839,STD130,English Studies,SS1,Second Term,44,B3
PERF9840,STD130,English Studies,SS1,Third Term,50,F9
PERF9841,STD130,English Studies,SS2,First Term,71,B2
PERF9842,STD130,English Studies,SS2,Second Term,93,D7
PERF9843,STD130,English Studies,SS2,Third Term,69,B2
PERF9844,STD130,English Studies,SS3,First Term,64,C6
PERF9845,STD130,English Studies,SS3,Second Term,97,F9
PERF9846,STD130,English Studies,SS3,Third Term,64,C4
PERF9847,STD130,Mathematics,SS1,First Term,100,E8
PERF9848,STD130,Mathematics,SS1,Second Term,77,D7
PERF9849,STD130,Mathematics,SS1,Third Term,41,B3
PERF9850,STD130,Mathematics,SS2,First Term,45,A1
PERF9851,STD130,Mathematics,SS2,Second Term,100,C5
PERF9852,STD130,Mathematics,SS2,Third Term,96,E8
PERF9853,STD130,Mathematics,SS3,First Term,94,B3
PERF9854,STD130,Mathematics,SS3,Second Term,43,D7
PERF9855,STD130,Mathematics,SS3,Third Term,40,C4
PERF9856,STD130,Civic Education,SS1,First Term,91,A1
PERF9857,STD130,Civic Education,SS1,Second Term,77,E8
PERF9858,STD130,Civic Education,SS1,Third Term,53,A1
PERF9859,STD130,Civic Education,SS2,First Term,60,C4
PERF9860,STD130,Civic Education,SS2,Second Term,99,C5
PERF9861,STD130,Civic Education,SS2,Third Term,93,B3
PERF9862,STD130,Civic Education,SS3,First Term,44,E8
PERF9863,STD130,Civic Education,SS3,Second Term,84,C5
PERF9864,STD130,Civic Education,SS3,Third Term,98,F9
PERF9865,STD130,Geography,SS1,First Term,50,A1
PERF9866,STD130,Geography,SS1,Second Term,68,E8
PERF9867,STD130,Geography,SS1,Third Term,79,B3
PERF9868,STD130,Geography,SS2,First Term,56,C4
PERF9869,STD130,Geography,SS2,Second Term,90,B2
PERF9870,STD130,Geography,SS2,Third Term,51,F9
PERF9871,STD130,Geography,SS3,First Term,75,B3
PERF9872,STD130,Geography,SS3,Second Term,86,E8
PERF9873,STD130,Geography,SS3,Third Term,66,C5
PERF9874,STD130,History,SS1,First Term,88,F9
PERF9875,STD130,History,SS1,Second Term,68,B3
PERF9876,STD130,History,SS1,Third Term,41,B2
PERF9877,STD130,History,SS2,First Term,73,B2
PERF9878,STD130,History,SS2,Second Term,46,A1
PERF9879,STD130,History,SS2,Third Term,95,B3
PERF9880,STD130,History,SS3,First Term,59,E8
PERF9881,STD130,History,SS3,Second Term,64,F9
PERF9882,STD130,History,SS3,Third Term,67,C6
PERF9883,STD130,French,SS1,First Term,45,E8
PERF9884,STD130,French,SS1,Second Term,46,C4
PERF9885,STD130,French,SS1,Third Term,88,C4
PERF9886,STD130,French,SS2,First Term,78,C4
PERF9887,STD130,French,SS2,Second Term,85,F9
PERF9888,STD130,French,SS2,Third Term,83,B2
PERF9889,STD130,French,SS3,First Term,49,E8
PERF9890,STD130,French,SS3,Second Term,54,F9
PERF9891,STD130,French,SS3,Third Term,63,A1
PERF9892,STD130,Literature-in-English,SS1,First Term,95,D7
PERF9893,STD130,Literature-in-English,SS1,Second Term,91,C4
PERF9894,STD130,Literature-in-English,SS1,Third Term,66,F9
PERF9895,STD130,Literature-in-English,SS2,First Term,91,B3
PERF9896,STD130,Literature-in-English,SS2,Second Term,58,B2
PERF9897,STD130,Literature-in-English,SS2,Third Term,49,F9
PERF9898,STD130,Literature-in-English,SS3,First Term,84,D7
PERF9899,STD130,Literature-in-English,SS3,Second Term,59,B3
PERF9900,STD130,Literature-in-English,SS3,Third Term,93,B3
PERF9901,STD130,Economics,SS1,First Term,58,A1
PERF9902,STD130,Economics,SS1,Second Term,83,C6
PERF9903,STD130,Economics,SS1,Third Term,43,A1
PERF9904,STD130,Economics,SS2,First Term,69,B2
PERF9905,STD130,Economics,SS2,Second Term,83,A1
PERF9906,STD130,Economics,SS2,Third Term,86,E8
PERF9907,STD130,Economics,SS3,First Term,56,A1
PERF9908,STD130,Economics,SS3,Second Term,93,C4
PERF9909,STD130,Economics,SS3,Third Term,54,C5
PERF9910,STD130,Data Processing,SS1,First Term,50,E8
PERF9911,STD130,Data Processing,SS1,Second Term,60,C5
PERF9912,STD130,Data Processing,SS1,Third Term,82,C6
PERF9913,STD130,Data Processing,SS2,First Term,81,C5
PERF9914,STD130,Data Processing,SS2,Second Term,91,D7
PERF9915,STD130,Data Processing,SS2,Third Term,74,B3
PERF9916,STD130,Data Processing,SS3,First Term,98,C4
PERF9917,STD130,Data Processing,SS3,Second Term,61,A1
PERF9918,STD130,Data Processing,SS3,Third Term,61,E8
PERF9919,STD131,English Studies,SS1,First Term,41,E8
PERF9920,STD131,English Studies,SS1,Second Term,78,A1
PERF9921,STD131,English Studies,SS1,Third Term,50,B3
PERF9922,STD131,English Studies,SS2,First Term,68,B3
PERF9923,STD131,English Studies,SS2,Second Term,55,B2
PERF9924,STD131,English Studies,SS2,Third Term,97,B3
PERF9925,STD131,English Studies,SS3,First Term,79,F9
PERF9926,STD131,English Studies,SS3,Second Term,55,E8
PERF9927,STD131,English Studies,SS3,Third Term,72,C5
PERF9928,STD131,Mathematics,SS1,First Term,59,A1
PERF9929,STD131,Mathematics,SS1,Second Term,82,C5
PERF9930,STD131,Mathematics,SS1,Third Term,97,F9
PERF9931,STD131,Mathematics,SS2,First Term,63,E8
PERF9932,STD131,Mathematics,SS2,Second Term,47,D7
PERF9933,STD131,Mathematics,SS2,Third Term,96,C6
PERF9934,STD131,Mathematics,SS3,First Term,89,B2
PERF9935,STD131,Mathematics,SS3,Second Term,75,C4
PERF9936,STD131,Mathematics,SS3,Third Term,45,C4
PERF9937,STD131,Civic Education,SS1,First Term,77,C6
PERF9938,STD131,Civic Education,SS1,Second Term,69,A1
PERF9939,STD131,Civic Education,SS1,Third Term,55,F9
PERF9940,STD131,Civic Education,SS2,First Term,71,F9
PERF9941,STD131,Civic Education,SS2,Second Term,41,B2
PERF9942,STD131,Civic Education,SS2,Third Term,88,C6
PERF9943,STD131,Civic Education,SS3,First Term,55,E8
PERF9944,STD131,Civic Education,SS3,Second Term,46,E8
PERF9945,STD131,Civic Education,SS3,Third Term,81,C5
PERF9946,STD131,Geography,SS1,First Term,58,D7
PERF9947,STD131,Geography,SS1,Second Term,85,D7
PERF9948,STD131,Geography,SS1,Third Term,55,B2
PERF9949,STD131,Geography,SS2,First Term,65,B3
PERF9950,STD131,Geography,SS2,Second Term,91,C5
PERF9951,STD131,Geography,SS2,Third Term,90,B3
PERF9952,STD131,Geography,SS3,First Term,72,E8
PERF9953,STD131,Geography,SS3,Second Term,41,E8
PERF9954,STD131,Geography,SS3,Third Term,40,B2
PERF9955,STD131,CRS/IRS,SS1,First Term,51,C5
PERF9956,STD131,CRS/IRS,SS1,Second Term,41,F9
PERF9957,STD131,CRS/IRS,SS1,Third Term,99,C6
PERF9958,STD131,CRS/IRS,SS2,First Term,76,B3
PERF9959,STD131,CRS/IRS,SS2,Second Term,97,C4
PERF9960,STD131,CRS/IRS,SS2,Third Term,100,B2
PERF9961,STD131,CRS/IRS,SS3,First Term,51,B3
PERF9962,STD131,CRS/IRS,SS3,Second Term,84,C5
PERF9963,STD131,CRS/IRS,SS3,Third Term,56,C4
PERF9964,STD131,French,SS1,First Term,86,E8
PERF9965,STD131,French,SS1,Second Term,91,C5
PERF9966,STD131,French,SS1,Third Term,70,C4
PERF9967,STD131,French,SS2,First Term,76,D7
PERF9968,STD131,French,SS2,Second Term,53,A1
PERF9969,STD131,French,SS2,Third Term,65,C6
PERF9970,STD131,French,SS3,First Term,67,A1
PERF9971,STD131,French,SS3,Second Term,79,F9
PERF9972,STD131,French,SS3,Third Term,97,D7
PERF9973,STD131,History,SS1,First Term,88,B3
PERF9974,STD131,History,SS1,Second Term,87,B2
PERF9975,STD131,History,SS1,Third Term,67,C6
PERF9976,STD131,History,SS2,First Term,46,C5
PERF9977,STD131,History,SS2,Second Term,70,F9
PERF9978,STD131,History,SS2,Third Term,40,C5
PERF9979,STD131,History,SS3,First Term,89,C4
PERF9980,STD131,History,SS3,Second Term,91,B2
PERF9981,STD131,History,SS3,Third Term,65,C5
PERF9982,STD131,Literature-in-English,SS1,First Term,85,E8
PERF9983,STD131,Literature-in-English,SS1,Second Term,74,B2
PERF9984,STD131,Literature-in-English,SS1,Third Term,69,C6
PERF9985,STD131,Literature-in-English,SS2,First Term,71,A1
PERF9986,STD131,Literature-in-English,SS2,Second Term,92,B2
PERF9987,STD131,Literature-in-English,SS2,Third Term,41,F9
PERF9988,STD131,Literature-in-English,SS3,First Term,68,C5
PERF9989,STD131,Literature-in-English,SS3,Second Term,92,F9
PERF9990,STD131,Literature-in-English,SS3,Third Term,62,B3
PERF9991,STD131,Marketing,SS1,First Term,58,E8
PERF9992,STD131,Marketing,SS1,Second Term,96,E8
PERF9993,STD131,Marketing,SS1,Third Term,53,F9
PERF9994,STD131,Marketing,SS2,First Term,88,C6
PERF9995,STD131,Marketing,SS2,Second Term,69,E8
PERF9996,STD131,Marketing,SS2,Third Term,51,B3
PERF9997,STD131,Marketing,SS3,First Term,81,C5
PERF9998,STD131,Marketing,SS3,Second Term,74,E8
PERF9999,STD131,Marketing,SS3,Third Term,61,B3
PERF10000,STD132,English Studies,SS1,First Term,54,B2
PERF10001,STD132,English Studies,SS1,Second Term,97,D7
PERF10002,STD132,English Studies,SS1,Third Term,67,B2
PERF10003,STD132,English Studies,SS2,First Term,79,F9
PERF10004,STD132,English Studies,SS2,Second Term,84,B3
PERF10005,STD132,English Studies,SS2,Third Term,45,C6
PERF10006,STD132,English Studies,SS3,First Term,71,C4
PERF10007,STD132,English Studies,SS3,Second Term,95,C6
PERF10008,STD132,English Studies,SS3,Third Term,74,D7
PERF10009,STD132,Mathematics,SS1,First Term,49,B3
PERF10010,STD132,Mathematics,SS1,Second Term,65,C4
PERF10011,STD132,Mathematics,SS1,Third Term,53,D7
PERF10012,STD132,Mathematics,SS2,First Term,47,D7
PERF10013,STD132,Mathematics,SS2,Second Term,44,C4
PERF10014,STD132,Mathematics,SS2,Third Term,80,B3
PERF10015,STD132,Mathematics,SS3,First Term,67,B2
PERF10016,STD132,Mathematics,SS3,Second Term,99,E8
PERF10017,STD132,Mathematics,SS3,Third Term,45,C6
PERF10018,STD132,Civic Education,SS1,First Term,40,C4
PERF10019,STD132,Civic Education,SS1,Second Term,66,C5
PERF10020,STD132,Civic Education,SS1,Third Term,63,B3
PERF10021,STD132,Civic Education,SS2,First Term,80,D7
PERF10022,STD132,Civic Education,SS2,Second Term,59,A1
PERF10023,STD132,Civic Education,SS2,Third Term,50,B2
PERF10024,STD132,Civic Education,SS3,First Term,91,B3
PERF10025,STD132,Civic Education,SS3,Second Term,51,C4
PERF10026,STD132,Civic Education,SS3,Third Term,99,A1
PERF10027,STD132,Computer Science,SS1,First Term,41,B2
PERF10028,STD132,Computer Science,SS1,Second Term,89,E8
PERF10029,STD132,Computer Science,SS1,Third Term,83,E8
PERF10030,STD132,Computer Science,SS2,First Term,63,F9
PERF10031,STD132,Computer Science,SS2,Second Term,59,B2
PERF10032,STD132,Computer Science,SS2,Third Term,50,C6
PERF10033,STD132,Computer Science,SS3,First Term,68,B2
PERF10034,STD132,Computer Science,SS3,Second Term,94,B2
PERF10035,STD132,Computer Science,SS3,Third Term,45,B2
PERF10036,STD132,Physics,SS1,First Term,90,B3
PERF10037,STD132,Physics,SS1,Second Term,89,B2
PERF10038,STD132,Physics,SS1,Third Term,81,C6
PERF10039,STD132,Physics,SS2,First Term,87,E8
PERF10040,STD132,Physics,SS2,Second Term,75,C5
PERF10041,STD132,Physics,SS2,Third Term,52,B3
PERF10042,STD132,Physics,SS3,First Term,84,D7
PERF10043,STD132,Physics,SS3,Second Term,77,B3
PERF10044,STD132,Physics,SS3,Third Term,93,C5
PERF10045,STD132,Food & Nutrition,SS1,First Term,76,B2
PERF10046,STD132,Food & Nutrition,SS1,Second Term,93,A1
PERF10047,STD132,Food & Nutrition,SS1,Third Term,65,D7
PERF10048,STD132,Food & Nutrition,SS2,First Term,60,C4
PERF10049,STD132,Food & Nutrition,SS2,Second Term,47,C6
PERF10050,STD132,Food & Nutrition,SS2,Third Term,77,F9
PERF10051,STD132,Food & Nutrition,SS3,First Term,92,D7
PERF10052,STD132,Food & Nutrition,SS3,Second Term,55,C6
PERF10053,STD132,Food & Nutrition,SS3,Third Term,95,E8
PERF10054,STD132,Chemistry,SS1,First Term,47,C4
PERF10055,STD132,Chemistry,SS1,Second Term,62,C4
PERF10056,STD132,Chemistry,SS1,Third Term,86,B2
PERF10057,STD132,Chemistry,SS2,First Term,42,C6
PERF10058,STD132,Chemistry,SS2,Second Term,92,A1
PERF10059,STD132,Chemistry,SS2,Third Term,82,B3
PERF10060,STD132,Chemistry,SS3,First Term,43,C5
PERF10061,STD132,Chemistry,SS3,Second Term,93,B2
PERF10062,STD132,Chemistry,SS3,Third Term,94,C6
PERF10063,STD132,Mechanics,SS1,First Term,82,B2
PERF10064,STD132,Mechanics,SS1,Second Term,44,A1
PERF10065,STD132,Mechanics,SS1,Third Term,75,F9
PERF10066,STD132,Mechanics,SS2,First Term,75,D7
PERF10067,STD132,Mechanics,SS2,Second Term,72,A1
PERF10068,STD132,Mechanics,SS2,Third Term,53,C6
PERF10069,STD132,Mechanics,SS3,First Term,74,C4
PERF10070,STD132,Mechanics,SS3,Second Term,86,C6
PERF10071,STD132,Mechanics,SS3,Third Term,92,C4
PERF10072,STD133,English Studies,SS1,First Term,96,C6
PERF10073,STD133,English Studies,SS1,Second Term,54,E8
PERF10074,STD133,English Studies,SS1,Third Term,63,F9
PERF10075,STD133,English Studies,SS2,First Term,85,C4
PERF10076,STD133,English Studies,SS2,Second Term,44,C6
PERF10077,STD133,English Studies,SS2,Third Term,49,D7
PERF10078,STD133,English Studies,SS3,First Term,68,B3
PERF10079,STD133,English Studies,SS3,Second Term,40,C5
PERF10080,STD133,English Studies,SS3,Third Term,68,F9
PERF10081,STD133,Mathematics,SS1,First Term,94,C4
PERF10082,STD133,Mathematics,SS1,Second Term,50,B3
PERF10083,STD133,Mathematics,SS1,Third Term,45,B2
PERF10084,STD133,Mathematics,SS2,First Term,94,B3
PERF10085,STD133,Mathematics,SS2,Second Term,75,D7
PERF10086,STD133,Mathematics,SS2,Third Term,98,B2
PERF10087,STD133,Mathematics,SS3,First Term,56,C4
PERF10088,STD133,Mathematics,SS3,Second Term,59,C6
PERF10089,STD133,Mathematics,SS3,Third Term,46,D7
PERF10090,STD133,Civic Education,SS1,First Term,42,C6
PERF10091,STD133,Civic Education,SS1,Second Term,60,B3
PERF10092,STD133,Civic Education,SS1,Third Term,63,A1
PERF10093,STD133,Civic Education,SS2,First Term,84,E8
PERF10094,STD133,Civic Education,SS2,Second Term,60,A1
PERF10095,STD133,Civic Education,SS2,Third Term,99,B2
PERF10096,STD133,Civic Education,SS3,First Term,71,A1
PERF10097,STD133,Civic Education,SS3,Second Term,78,F9
PERF10098,STD133,Civic Education,SS3,Third Term,76,B3
PERF10099,STD133,Physics,SS1,First Term,64,E8
PERF10100,STD133,Physics,SS1,Second Term,78,D7
PERF10101,STD133,Physics,SS1,Third Term,74,C5
PERF10102,STD133,Physics,SS2,First Term,70,B3
PERF10103,STD133,Physics,SS2,Second Term,93,C4
PERF10104,STD133,Physics,SS2,Third Term,99,B3
PERF10105,STD133,Physics,SS3,First Term,89,D7
PERF10106,STD133,Physics,SS3,Second Term,93,C6
PERF10107,STD133,Physics,SS3,Third Term,87,F9
PERF10108,STD133,Technical Drawing,SS1,First Term,56,C4
PERF10109,STD133,Technical Drawing,SS1,Second Term,91,E8
PERF10110,STD133,Technical Drawing,SS1,Third Term,73,B2
PERF10111,STD133,Technical Drawing,SS2,First Term,58,B3
PERF10112,STD133,Technical Drawing,SS2,Second Term,70,B2
PERF10113,STD133,Technical Drawing,SS2,Third Term,64,A1
PERF10114,STD133,Technical Drawing,SS3,First Term,66,B2
PERF10115,STD133,Technical Drawing,SS3,Second Term,42,F9
PERF10116,STD133,Technical Drawing,SS3,Third Term,52,C4
PERF10117,STD133,Computer Science,SS1,First Term,59,B2
PERF10118,STD133,Computer Science,SS1,Second Term,91,C6
PERF10119,STD133,Computer Science,SS1,Third Term,79,A1
PERF10120,STD133,Computer Science,SS2,First Term,84,B3
PERF10121,STD133,Computer Science,SS2,Second Term,40,D7
PERF10122,STD133,Computer Science,SS2,Third Term,42,D7
PERF10123,STD133,Computer Science,SS3,First Term,58,B2
PERF10124,STD133,Computer Science,SS3,Second Term,56,B2
PERF10125,STD133,Computer Science,SS3,Third Term,53,B3
PERF10126,STD133,Agricultural Science,SS1,First Term,78,C4
PERF10127,STD133,Agricultural Science,SS1,Second Term,72,B2
PERF10128,STD133,Agricultural Science,SS1,Third Term,75,B2
PERF10129,STD133,Agricultural Science,SS2,First Term,79,C4
PERF10130,STD133,Agricultural Science,SS2,Second Term,91,F9
PERF10131,STD133,Agricultural Science,SS2,Third Term,68,C5
PERF10132,STD133,Agricultural Science,SS3,First Term,69,A1
PERF10133,STD133,Agricultural Science,SS3,Second Term,41,C5
PERF10134,STD133,Agricultural Science,SS3,Third Term,95,E8
PERF10135,STD133,Bookkeeping,SS1,First Term,52,B2
PERF10136,STD133,Bookkeeping,SS1,Second Term,80,C5
PERF10137,STD133,Bookkeeping,SS1,Third Term,87,F9
PERF10138,STD133,Bookkeeping,SS2,First Term,96,F9
PERF10139,STD133,Bookkeeping,SS2,Second Term,63,C5
PERF10140,STD133,Bookkeeping,SS2,Third Term,100,A1
PERF10141,STD133,Bookkeeping,SS3,First Term,83,C4
PERF10142,STD133,Bookkeeping,SS3,Second Term,79,C6
PERF10143,STD133,Bookkeeping,SS3,Third Term,96,B2
PERF10144,STD134,English Studies,SS1,First Term,71,F9
PERF10145,STD134,English Studies,SS1,Second Term,47,D7
PERF10146,STD134,English Studies,SS1,Third Term,73,C6
PERF10147,STD134,English Studies,SS2,First Term,79,C5
PERF10148,STD134,English Studies,SS2,Second Term,87,C6
PERF10149,STD134,English Studies,SS2,Third Term,45,F9
PERF10150,STD134,English Studies,SS3,First Term,67,C5
PERF10151,STD134,English Studies,SS3,Second Term,66,B2
PERF10152,STD134,English Studies,SS3,Third Term,74,A1
PERF10153,STD134,Mathematics,SS1,First Term,68,E8
PERF10154,STD134,Mathematics,SS1,Second Term,80,C6
PERF10155,STD134,Mathematics,SS1,Third Term,51,C4
PERF10156,STD134,Mathematics,SS2,First Term,56,C6
PERF10157,STD134,Mathematics,SS2,Second Term,65,A1
PERF10158,STD134,Mathematics,SS2,Third Term,48,C5
PERF10159,STD134,Mathematics,SS3,First Term,69,D7
